rapida,lenta,modo,stop_pct,razao,alvo_pct,stop_pts,alvo_pts,n_tr,sharpe_tr,ret_tr,acerto_tr,n_ho,sharpe_ho,ret_ho,acerto_ho
10,100,0,0.008,1.0,0.008,558.2577632446286,558.2577632446286,617,-0.31988200848425835,-1.5801999999999996,0.5024311183144247,179,-0.35208311717783264,-0.5053999999999998,0.4860335195530726
10,100,0,0.008,1.3333333333333333,0.010666666666666666,558.2577632446286,744.3436843261713,529,-0.276093127451103,-1.3514,0.43100189035916825,143,-0.37533058902264643,-0.4891333333333333,0.38461538461538464
10,100,0,0.008,2.0,0.016,558.2577632446286,1116.5155264892571,401,-0.20502635938284158,-0.9385999999999999,0.34413965087281795,99,-0.3001391311104158,-0.3293999999999999,0.30303030303030304
10,100,0,0.008,3.0,0.024,558.2577632446286,1674.7732897338858,304,-0.16249479398551872,-0.6943999999999998,0.2598684210526316,81,-0.2267571172373176,-0.25059999999999993,0.2345679012345679
10,100,0,0.015,0.75,0.01125,1046.7333060836786,785.0499795627588,326,-0.23158548355246217,-0.9863499999999998,0.5552147239263804,81,-0.18169651286031785,-0.19184999999999997,0.5802469135802469
10,100,0,0.015,1.0,0.015,1046.7333060836786,1046.7333060836786,263,-0.1464900644480369,-0.5787999999999998,0.5133079847908745,57,-0.22428485245345767,-0.1931999999999999,0.47368421052631576
10,100,0,0.015,1.3333333333333333,0.019999999999999997,1046.7333060836786,1395.6444081115712,215,-0.1898231058464137,-0.7039999999999998,0.40930232558139534,49,-0.23381063146402659,-0.19739999999999996,0.3877551020408163
10,100,0,0.015,2.0,0.03,1046.7333060836786,2093.466612167357,148,-0.142186857464989,-0.4447999999999998,0.32432432432432434,37,-0.025896781925976265,-0.021199999999999934,0.3783783783783784
10,100,0,0.015,3.0,0.045,1046.7333060836786,3140.1999182510353,115,-0.2323166255194698,-0.6439999999999998,0.2,21,-0.016459023995956435,-0.009599999999999977,0.2857142857142857
10,100,0,0.025,0.75,0.018750000000000003,1744.5555101394643,1308.4166326045984,148,-0.1673043538181477,-0.5410499999999997,0.5472972972972973,32,0.05262128091254308,0.0355500000000001,0.65625
10,100,0,0.025,1.0,0.025,1744.5555101394643,1744.5555101394643,119,-0.07848311134766682,-0.2343999999999997,0.5126050420168067,25,0.1796292478040998,0.11000000000000006,0.64
10,100,0,0.025,1.3333333333333333,0.03333333333333333,1744.5555101394643,2326.0740135192855,91,-0.08957040327506145,-0.23659999999999998,0.42857142857142855,17,0.10936709772516566,0.055800000000000016,0.5294117647058824
10,100,0,0.025,2.0,0.05,1744.5555101394643,3489.1110202789287,61,-0.326626687175017,-0.6335999999999998,0.22950819672131148,11,-0.46025377277490664,-0.15360000000000001,0.18181818181818182
10,100,0,0.025,3.0,0.07500000000000001,1744.5555101394643,5233.666530418393,50,-0.18809040379562164,-0.38,0.2,9,-0.4946666666666665,-0.14839999999999998,0.1111111111111111
10,100,0,0.04,0.75,0.03,2791.288816223143,2093.466612167357,56,-0.1799161555419508,-0.35559999999999997,0.5178571428571429,9,0.11619047619047619,0.03660000000000001,0.6666666666666666
10,100,0,0.04,1.0,0.04,2791.288816223143,2791.288816223143,47,-0.08537315099811833,-0.16219999999999996,0.48936170212765956,7,-0.1944325534912887,-0.05819999999999999,0.42857142857142855
10,100,0,0.04,1.3333333333333333,0.05333333333333333,2791.288816223143,3721.718421630857,36,-0.19566905190482833,-0.32026666666666664,0.3611111111111111,4,0.5871428571428571,0.1096,0.75
